E,/**     * This method was generated by MyBatis Generator.     * This method returns the value of the database column neuedu_cart.product_id     *     * @return the value of neuedu_cart.product_id     *     * @mbggenerated     */,
E,/**     * This method was generated by MyBatis Generator.     * This method sets the value of the database column neuedu_cart.product_id     *     * @param productId the value for neuedu_cart.product_id     *     * @mbggenerated     */,
E,/** This function will save member data from ArrayList to the text file in tab delimited file format. *  * @param fname * @param memberData * @return */,
E,/** This function will save member data from ArrayList into BinaryFile format *  * @param fname * @param memberData * @return */,
E,/** This function will save members in Array List in a XML file format *  * @param fname * @param memberData * @return */,
E,/* * Welcome function will print the greeting message to the screen. */,
E,/** * This Show Menu function will print list of options that user can choose from. */,
E,/** * This addMember function will allow the user to enter a new member. */,
E,/**     * Create the test case     *     * @param testName name of the test case     */,
E,/**     * @return the suite of tests being tested     */,
E,"/**   * Returns a new Token object, by default. However, if you want, you   * can create and return subclass objects based on the value of ofKind.   * Simply add the cases to the switch for all those special cases.   * For example, if you have a subclass of Token called IDToken that   * you want to create if ofKind is ID, simlpy add something like :   *   *    case MyParserConstants.ID : return new IDToken();   *   * to the following switch statement. Then you can cast matchedToken   * variable to the appropriate type and use it in your lexical actions.   */",
E,/*    * Constructors of various flavors follow.    */,
E,/**    * Replaces unprintable characters by their espaced (or unicode escaped)    * equivalents in the given string    */,
E,/**    * Returns a detailed message for the Error when it is thrown by the    * token manager to indicate a lexical error.    * Parameters :     *    EOFSeen     : indicates if EOF caused the lexicl error    *    curLexState : lexical state in which this error occured    *    errorLine   : line number when the error occured    *    errorColumn : column number when the error occured    *    errorAfter  : prefix that was seen before this error occured    *    curchar     : the offending character    * Note: You can customize the lexical error message by modifying this method.    */,
E,"/**    * You can also modify the body of this method to customize your error messages.    * For example, cases like LOOP_DETECTED and INVALID_LEXICAL_STATE are not    * of end-users concern, so you can return something like :     *    *     ""Internal Error : Please file a bug report .... ""    *    * from this method for such cases in the release version of your parser.    */",
E,/**    * The default constructor assumes an indentation amount of 3 spaces    * and no line-wrap.  You may alternately use the other constructor to    * specify your own indentation amount and line width.    */,
E,"/**    * This constructor accepts an indent amount and a line width which is    * used to wrap long lines.  If a token's beginColumn value is greater    * than the specified wrapWidth, it will be moved to the next line and    * indented one extra level.  To turn off line-wrapping, specify a    * wrapWidth of 0.    *    * @param   indentAmt   Amount of spaces per indentation level.    * @param   wrapWidth   Wrap lines longer than wrapWidth.  0 for no wrap.    */",
E,/**    * Use this method to add FormatCommands to the command queue to be    * executed when the next token in the tree is visited.    */,
E,"/**   * Prints (list ""name"" ""returnType"" ""args"") to the system output.   *   * @param name method name   * @param returnType method return type   * @param args method arguments   */",
E,"/**   * Prints (list ""className"") to the system output.   *   * @param name className   */",
E,/**   * <code>printExceptions</code>   *   * @param exceptions a <code>Class[]</code>   * @return a <code>String</code>   */,
E,/**   * Recursively finds fields of the specified access level in the   * supplied class and superclasses.   *   * @param c the class to start the search in - nothing is done if   * this is NULL   * @param level  the access level to look for   * @param sb the StringBuffer where the results should be added   */,
E,/**   * Finds constructors of the specified access level in the supplied class.   *   * @param c the class to search in   * @param level  the access level to look for   * @param sb the StringBuffer where the results should be added   */,
E,/**   * Recursively finds methods of the specified access level in the   * supplied class and superclasses.   *   * @param c the class to start the search in - nothing is done if this is   * NULL   * @param level  the access level to look for   * @param sb the StringBuffer where the results should be added   */,
E,/**   * Recursively finds inner classes of the specified access level   * in the supplied class and superclasses.   *   * @param c the class to start the search in - nothing is done if this is   * NULL   * @param level  the access level to look for   * @param sb the StringBuffer where the results should be added   */,
E,/**   * Looks up an unqualified class name in the class path to find possible   * fully qualified matches.   *   * @param className a value of type 'String'   * @param imports   an array of imported packages   */,
E,"/**   * Loads a class information from the file system,   * if it fails it tries Class.forName(argClassName)   *   * @param argClassName name of the class to be loaded.   * @return Class of the type argClassName   * @exception ClassNotFoundException if the class cannot be found.   */",
E,/**     *     * @param param1 <description>     */,
E,/**   * Reload the current project's classpath.   */,
E,"/**   * Looks up an unqualified class name in the class path to find possible   * fully qualified matches.  Given `List,' this will find   * `java.util.List' and `java.awt.List'   *   * @param className a value of type 'String'   */",
E,"/**     * Convenience method for retrieving the value for     * <code>key</code> as a List, even when there is only a single     * value for that key in the map.  The EMPTY_LIST is returned when     * no value is found for <code>key</code> making null checks     * unnecessary.     *     * @param key an <code>Object</code> value     * @return a <code>List</code> value     */",
E,"/**     * inserts value into the map for key as a single element or, if     * values already exist, as an entry in key's list.     *     * @param key an <code>Object</code> value     * @param value an <code>Object</code> value     * @return null     */",
E,/**   * Reload all classes in classpath.   *   * @exception IOException if an error occurs   */,
E,/**   * Get the classpath represented by this project.   *   * @return a <code>String</code> value   */,
E,/**   * Get fully qualified classnames in this classpath that   * matching the specified unqualified name.   *   * @param unqualifiedName Unqualified name for which matching   * qualified names are to be found.   * @return list of qualified names.   * @exception IOException if an error occurs   */,
E,/**   * loads the boot classpath entries.   *   * @exception IOException if an error occurs   */,
E,/**      * Creates an AbstractClassFactory that uses the specified NameFactory for     * generating parameter names     *     * @param factory Factory for generating parameter names     */,
E,/**     * Generates signatures based on introspection of the specified class.     *     * @param name the abstract class to process for signatures.     * @param truncate toggles truncation of package specifiers in signatures.     *     * @exception NotAnAbstractClassException the requested class isn't an     * abstract class     * @exception java.lang.ClassNotFoundException the requested class cannot     * be loaded     */,
E,/**     * Creates a list of the abstract methods in argClass     *     * @param argClass Class to obtained the abstract methods from     * @param abstractMethods Contains a list of the abstract methods.     * @return a <code>Methods[]</code> containing abstract methods     */,
E,/**     * Adds the abstract methods in <code>methods</code> into abstractMethods.     *     * @param methods a <code>Method[]</code> to be added     * @param abstractMethods a <code>Vector</code> to add abstract methods.     */,
E,"/**     * Makes an implementation of the abstract methods of an abstract class.     * This method delegates the creation of the implementation to     * makeAbstractClassInternal.     *     * @param name Name of abstract class to be implemented.     * @param truncate If <code>true</code>, truncate package specifier     * when generating code.     */",
E,"/**     * Makes an implementation of the abstract methods of an abstract class.     *     * @param name Name of abstract class to be implemented.     * @param truncate If <code>true</code>, truncate package specifier     * when generating code.     */",
E,"/**   * Make up a name for the nth parameter of a method.   * First this method tries to recognize bean methods, if the method is named   * ""setName"" and has one parameter, the parameter returned is the   * lowercased method name with ""set"" stripped: ""name"".   *   * Index Bean Properties are methods starting with ""set"" and having two   * parameters, the first one of which is an int, or methods starting with   * ""get"" and having only one int parameter. In both cases the first   * parameter is given the name ""index"".    *        * Examples:   *   *   void setName(String name);   *   void setNames(String[] names);   *   void setName(int index, String name);   *   String getName(int index);   *   * For other method names the parameters are named according to their   * type.    *   * Primitive types are named after the following mapping (now   * hardcoded, can perhaps be made configurable):   *   *   boolean: flag   *   byte: b   *   char: c   *   short: s   *   int: n   *   long: l   *   f","loat: f   *   double: d   *    * Array types are named like their base type with the String ""Array""   * appended, so a ""byte[]"" parameter will be named ""byteArray"":   *   *    void fill(char[] charArray);   *   * All other parameters will be named according to their type's unqualified   * lowercased classname:   *   *    void actionPerformed(ActionEvent actionEvent);   *   * To avoid any name clashes, the parameters will have a number appended   * if there is another parameter of the same type in the methods   * parameterlist:   *   *   void write(byte[] byteArray, int n, int n1);   *   void put(String string, String string1);   *   * @param sig  - signature of the declaring method   * @param num     - the parameter number whose name we want.   * @return a name for the n'th parameter of the method.   */"
E,/**   * Generate a name for a parameter from the type of the parameter.   *   * @param className  the parameters type   * @return a more or less fitting name.   */,
E,"/**   * Make name unique, look if there a more parameters of this type   * before us. In this case append a number.   *   * @param parameters all parameter types of the method   * @param type the type of the current parameter   * @param num the position of the current parameter   * @param name parameter basename   * @return a unique parameter name   */",
E,/**   * Strip the first characters from the string and decapitalize   * the rest.   *   * @param name the original name.   * @param strip number of characters to strip from the front of the name.   * @return the decapitalized and shortened name.   */,
E,/**   * Creates a new <code>DelegateFactory</code> instance.   *   */,
E,/**    * Creates a DelegateFactory that uses the specified NameFactory   * for generating parameter names    *   * @param factory Factory for generating parameter names   */,
E,/**   * Gets a container containing the signatures of the delegation   * methods.   *   * @return the value of signatures   */,
E,/**   * Specifies a container to hold the signatures of the   * delegator methods.   *   * @param argSignatures signature container   */,
E,/**   * Gets the Delegate Factory   *   * @return the Delegate Factory   */,
E,/**   * Sets the Delegate Factory   *   * @param argDelegateFactory the Delegate Factory   */,
E,/**   * Gets the name of the delegator field that references the delegee.   *   * @return name of the delegee   */,
E,/**   * Specifies the name of the delegator field that references the delegee.   *   * @param argDelegee the delegee   */,
E,/**    * Clears the method signatures container.   */,
E,/**   * Generates signatures for the public methods of the delegee   * class.    *   * @param delegeeClassName name of the delegee's class   * @param truncate toggles truncation of package specifiers in signatures.   *   * @exception ClassNotFoundException the requested class cannot   * be loaded    */,
